user_id,movie_id,predicted_rating
12,1599,5.0
12,1653,5.0
13,1122,5.000000000000001
13,1189,5.000000000000001
13,1201,5.000000000000001
13,1293,5.0
13,1467,5.0
13,1500,5.0
13,1536,5.0
13,1599,5.0
13,1653,5.0
13,1449,4.581989303502428
14,1293,5.000000000000001
14,814,5.0
14,1122,5.0
14,1189,5.0
14,1201,5.0
14,1467,5.0
14,1500,5.0
14,1536,5.0
14,1599,5.0
14,1653,5.0
15,814,5.0
15,1122,5.0
15,1189,5.0
15,1201,5.0
15,1467,5.0
15,1500,5.0
15,1599,5.0
15,1653,5.0
15,1293,4.999999999999999
15,1536,4.999999999999999
16,814,5.0
16,1122,5.0
16,1189,5.0
16,1201,5.0
16,1467,5.0
16,1500,5.0
16,1536,5.0
16,1599,5.0
16,1653,5.0
16,1293,4.999999999999999
17,814,5.0
17,1122,5.0
17,1189,5.0
17,1201,5.0
17,1293,5.0
17,1306,5.0
17,1467,5.0
17,1500,5.0
17,1536,5.0
17,1599,5.0
18,814,5.0
18,1122,5.0
18,1189,5.0
18,1201,5.0
18,1293,5.0
18,1467,5.0
18,1500,5.0
18,1536,5.0
18,1599,5.0
18,1653,4.999999999999999
19,1500,5.000000000000001
19,814,5.0
19,1122,5.0
19,1189,5.0
19,1201,5.0
19,1599,5.0
19,1653,5.0
19,1293,4.999999999999999
19,1467,4.999999999999999
19,1536,4.999999999999999
20,814,5.0
20,1122,5.0
20,1201,5.0
20,1467,5.0
20,1500,5.0
20,1536,5.0
20,1656,5.0
20,1189,4.999999999999999
20,1293,4.999999999999999
20,1599,4.999999999999999
21,814,5.0
21,1122,5.0
21,1189,5.0
21,1201,5.0
21,1293,5.0
21,1500,5.0
21,1536,5.0
21,1599,5.0
21,1653,5.0
21,1467,4.999999999999999
22,1599,5.000000000000001
22,814,5.0
22,1122,5.0
22,1189,5.0
22,1201,5.0
22,1293,5.0
22,1467,5.0
22,1536,5.0
22,1653,5.0
22,1656,5.0
23,814,5.0
23,1122,5.0
23,1189,5.0
23,1201,5.0
23,1293,5.0
23,1467,5.0
23,1536,5.0
23,1599,5.0
23,1653,5.0
23,1500,4.999999999999999
24,814,5.0
24,1122,5.0
24,1189,5.0
24,1201,5.0
24,1293,5.0
24,1467,5.0
24,1500,5.0
24,1536,5.0
24,1599,5.0
24,1653,5.0
25,1500,5.000000000000001
25,814,5.0
25,1122,5.0
25,1189,5.0
25,1201,5.0
25,1293,5.0
25,1467,5.0
25,1536,5.0
25,1599,5.0
25,1653,5.0
26,1293,5.000000000000001
26,814,5.0
26,1189,5.0
26,1201,5.0
26,1467,5.0
26,1500,5.0
26,1536,5.0
26,1599,5.0
26,1653,5.0
26,1122,4.999999999999999
27,1189,5.000000000000001
27,1500,5.000000000000001
27,814,5.0
27,1122,5.0
27,1201,5.0
27,1293,5.0
27,1536,5.0
27,1599,5.0
27,1653,5.0
27,1467,4.999999999999999
28,1189,5.000000000000001
28,814,5.0
28,1122,5.0
28,1467,5.0
28,1500,5.0
28,1536,5.0
28,1599,5.0
28,1653,5.0
28,1201,4.999999999999999
28,1293,4.999999999999999
29,1189,5.000000000000001
29,1293,5.000000000000001
29,814,5.0
29,1122,5.0
29,1201,5.0
29,1500,5.0
29,1536,5.0
29,1599,5.0
29,1653,5.0
29,1467,4.999999999999999
30,1189,5.000000000000001
30,814,5.0
30,1122,5.0
30,1201,5.0
30,1293,5.0
30,1467,5.0
30,1500,5.0
30,1536,5.0
30,1599,5.0
30,1653,5.0
31,814,5.0
31,1122,5.0
31,1189,5.0
31,1201,5.0
31,1293,5.0
31,1467,5.0
31,1500,5.0
31,1536,5.0
31,1599,5.0
31,1653,5.0
32,814,5.0
32,1122,5.0
32,1189,5.0
32,1201,5.0
32,1293,5.0
32,1467,5.0
32,1536,5.0
32,1599,5.0
32,1653,5.0
32,1500,4.999999999999999
33,814,5.0
33,1122,5.0
33,1189,5.0
33,1201,5.0
33,1293,5.0
33,1467,5.0
33,1500,5.0
33,1599,5.0
33,1653,5.0
33,1612,4.552671730989044
34,1467,5.000000000000001
34,1500,5.000000000000001
34,814,5.0
34,1122,5.0
34,1189,5.0
34,1201,5.0
34,1293,5.0
34,1536,5.0
34,1599,5.0
34,1653,4.999999999999999
35,814,5.000000000000001
35,1122,5.0
35,1189,5.0
35,1201,5.0
35,1467,5.0
35,1500,5.0
35,1599,5.0
35,1653,5.0
35,1293,4.999999999999999
35,1612,4.706328023614517
36,1189,5.000000000000001
36,1599,5.000000000000001
36,814,5.0
36,1201,5.0
36,1293,5.0
36,1467,5.0
36,1653,5.0
36,1500,4.999999999999999
36,1612,4.609115380532956
36,1594,4.566933588408605
37,814,5.0
37,1122,5.0
37,1201,5.0
37,1293,5.0
37,1467,5.0
37,1500,5.0
37,1536,5.0
37,1599,5.0
37,1656,5.0
37,1189,4.999999999999999
38,1122,5.000000000000001
38,1293,5.000000000000001
38,1500,5.000000000000001
38,814,5.0
38,1189,5.0
38,1201,5.0
38,1467,5.0
38,1536,5.0
38,1599,5.0
38,1653,5.0
39,1467,5.000000000000001
39,814,5.0
39,1122,5.0
39,1189,5.0
39,1201,5.0
39,1500,5.0
39,1536,5.0
39,1599,5.0
39,1653,5.0
39,1293,4.999999999999999
40,814,5.0
40,1122,5.0
40,1189,5.0
40,1201,5.0
40,1293,5.0
40,1500,5.0
40,1536,5.0
40,1599,5.0
40,1653,5.0
40,1467,4.999999999999999
41,814,5.0
41,1122,5.0
41,1189,5.0
41,1201,5.0
41,1293,5.0
41,1467,5.0
41,1536,5.0
41,1599,5.0
41,1653,5.0
41,1500,4.999999999999999
42,814,5.000000000000001
42,1189,5.000000000000001
42,1293,5.000000000000001
42,1599,5.000000000000001
42,1122,5.0
42,1201,5.0
42,1467,5.0
42,1500,5.0
42,1536,5.0
42,1653,5.0
43,814,5.0
43,1122,5.0
43,1189,5.0
43,1201,5.0
43,1293,5.0
43,1536,5.0
43,1599,5.0
43,1467,4.999999999999999
43,1500,4.999999999999999
43,1653,4.999999999999999
44,1122,5.000000000000001
44,814,5.0
44,1189,5.0
44,1201,5.0
44,1293,5.0
44,1467,5.0
44,1500,5.0
44,1536,5.0
44,1599,5.0
44,1653,5.0
45,814,5.0
45,1122,5.0
45,1189,5.0
45,1201,5.0
45,1293,5.0
45,1467,5.0
45,1500,5.0
45,1536,5.0
45,1599,5.0
45,1656,5.0
46,1467,5.000000000000001
46,814,5.0
46,1122,5.0
46,1201,5.0
46,1293,5.0
46,1500,5.0
46,1536,5.0
46,1599,5.0
46,1653,5.0
46,1189,4.999999999999999
47,814,5.0
47,1122,5.0
47,1189,5.0
47,1201,5.0
47,1293,5.0
47,1467,5.0
47,1500,5.0
47,1536,5.0
47,1599,5.0
47,1653,5.0
48,814,5.0
48,1122,5.0
48,1189,5.0
48,1201,5.0
48,1293,5.0
48,1467,5.0
48,1500,5.0
48,1536,5.0
48,1599,5.0
48,1653,5.0
49,814,5.0
49,1122,5.0
49,1201,5.0
49,1293,5.0
49,1467,5.0
49,1500,5.0
49,1536,5.0
49,1599,5.0
49,1653,5.0
49,1189,4.999999999999999
50,1467,5.000000000000001
50,814,5.0
50,1122,5.0
50,1189,5.0
50,1201,5.0
50,1293,5.0
50,1500,5.0
50,1536,5.0
50,1599,5.0
50,1653,5.0
51,814,5.0
51,1122,5.0
51,1189,5.0
51,1201,5.0
51,1463,5.0
51,1467,5.0
51,1500,5.0
51,1536,5.0
51,1599,5.0
51,1656,5.0
52,1467,5.000000000000001
52,814,5.0
52,1122,5.0
52,1189,5.0
52,1201,5.0
52,1293,5.0
52,1500,5.0
52,1536,5.0
52,1599,5.0
52,1653,5.0
53,1293,5.000000000000001
53,814,5.0
53,1122,5.0
53,1189,5.0
53,1201,5.0
53,1500,5.0
53,1536,5.0
53,1599,5.0
53,1653,5.0
53,1656,5.0
54,814,5.0
54,1122,5.0
54,1189,5.0
54,1201,5.0
54,1293,5.0
54,1467,5.0
54,1500,5.0
54,1536,5.0
54,1599,5.0
54,1653,5.0
55,1189,5.000000000000001
55,814,5.0
55,1122,5.0
55,1201,5.0
55,1293,5.0
55,1467,5.0
55,1536,5.0
55,1599,5.0
55,1656,5.0
55,1500,4.999999999999999
56,1189,5.000000000000001
56,814,5.0
56,1122,5.0
56,1201,5.0
56,1293,5.0
56,1467,5.0
56,1500,5.0
56,1536,5.0
56,1599,5.0
56,1653,5.0
57,814,5.000000000000001
57,1201,5.000000000000001
57,1122,5.0
57,1189,5.0
57,1293,5.0
57,1467,5.0
57,1500,5.0
57,1536,5.0
57,1599,5.0
57,1653,5.0
58,1293,5.000000000000001
58,814,5.0
58,1122,5.0
58,1189,5.0
58,1201,5.0
58,1467,5.0
58,1500,5.0
58,1536,5.0
58,1599,5.0
58,1653,5.0
59,1189,5.000000000000001
59,814,5.0
59,1122,5.0
59,1201,5.0
59,1293,5.0
59,1467,5.0
59,1536,5.0
59,1599,5.0
59,1653,5.0
59,1500,4.999999999999999
60,814,5.000000000000001
60,1467,5.000000000000001
60,1189,5.0
60,1201,5.0
60,1293,5.0
60,1500,5.0
60,1536,5.0
60,1599,5.0
60,1653,5.0
60,1463,4.727161852222571
61,1189,5.000000000000001
61,814,5.0
61,1122,5.0
61,1201,5.0
61,1293,5.0
61,1500,5.0
61,1536,5.0
61,1599,5.0
61,1653,5.0
61,1467,4.999999999999999
62,1467,5.000000000000001
62,814,5.0
62,1122,5.0
62,1189,5.0
62,1201,5.0
62,1500,5.0
62,1536,5.0
62,1599,5.0
62,1653,5.0
62,1293,4.999999999999999
63,1467,5.000000000000001
63,1500,5.000000000000001
63,814,5.0
63,1122,5.0
63,1189,5.0
63,1201,5.0
63,1536,5.0
63,1599,5.0
63,1653,5.0
63,1293,4.999999999999999
64,814,5.0
64,1122,5.0
64,1189,5.0
64,1201,5.0
64,1293,5.0
64,1467,5.0
64,1500,5.0
64,1536,5.0
64,1599,5.0
64,1653,5.0
65,814,5.0
65,1122,5.0
65,1189,5.0
65,1201,5.0
65,1467,5.0
65,1500,5.0
65,1536,5.0
65,1599,5.0
65,1653,5.0
65,1293,4.999999999999999
66,814,5.0
66,1122,5.0
66,1189,5.0
66,1201,5.0
66,1293,5.0
66,1467,5.0
66,1536,5.0
66,1599,5.0
66,1653,5.0
66,1500,4.999999999999999
67,1500,5.000000000000001
67,1656,5.000000000000001
67,814,5.0
67,1122,5.0
67,1189,5.0
67,1201,5.0
67,1463,5.0
67,1467,5.0
67,1536,5.0
67,1599,5.0
68,1293,5.000000000000001
68,814,5.0
68,1122,5.0
68,1189,5.0
68,1201,5.0
68,1467,5.0
68,1500,5.0
68,1536,5.0
68,1599,5.0
68,1653,5.0
69,1293,5.000000000000001
69,1500,5.000000000000001
69,1122,5.0
69,1189,5.0
69,1201,5.0
69,1467,5.0
69,1536,5.0
69,1599,5.0
69,1653,5.0
69,814,4.999999999999999
70,814,5.0
70,1122,5.0
70,1189,5.0
70,1201,5.0
70,1293,5.0
70,1467,5.0
70,1500,5.0
70,1536,5.0
70,1599,5.0
70,1656,4.712398381985089
71,1500,5.000000000000001
71,814,5.0
71,1189,5.0
71,1201,5.0
71,1293,5.0
71,1467,5.0
71,1536,5.0
71,1599,5.0
71,1653,5.0
71,1122,4.999999999999999
72,814,5.0
72,1122,5.0
72,1189,5.0
72,1201,5.0
72,1293,5.0
72,1467,5.0
72,1500,5.0
72,1536,5.0
72,1599,5.0
72,1653,5.0
73,814,5.0
73,1122,5.0
73,1189,5.0
73,1201,5.0
73,1293,5.0
73,1500,5.0
73,1536,5.0
73,1599,5.0
73,1653,5.0
73,1467,4.999999999999999
74,1500,5.000000000000001
74,1122,5.0
74,1189,5.0
74,1201,5.0
74,1293,5.0
74,1467,5.0
74,1599,5.0
74,1653,5.0
74,814,4.999999999999999
74,1536,4.999999999999999
75,814,5.0
75,1122,5.0
75,1189,5.0
75,1201,5.0
75,1293,5.0
75,1500,5.0
75,1536,5.0
75,1599,5.0
75,1653,5.0
75,1656,5.0
76,814,5.0
76,1122,5.0
76,1189,5.0
76,1201,5.0
76,1293,5.0
76,1467,5.0
76,1500,5.0
76,1536,5.0
76,1653,5.0
76,1599,4.999999999999999
77,1500,5.000000000000001
77,814,5.0
77,1122,5.0
77,1201,5.0
77,1293,5.0
77,1467,5.0
77,1536,5.0
77,1599,5.0
77,1656,5.0
77,1189,4.999999999999999
78,814,5.0
78,1122,5.0
78,1189,5.0
78,1201,5.0
78,1293,5.0
78,1467,5.0
78,1500,5.0
78,1536,5.0
78,1599,5.0
78,1653,5.0
79,1293,5.000000000000001
79,814,5.0
79,1122,5.0
79,1201,5.0
79,1467,5.0
79,1536,5.0
79,1599,5.0
79,1653,5.0
79,1189,4.999999999999999
79,1500,4.999999999999999
80,1467,5.000000000000001
80,1500,5.000000000000001
80,1536,5.000000000000001
80,814,5.0
80,1122,5.0
80,1189,5.0
80,1201,5.0
80,1293,5.0
80,1599,5.0
80,1653,5.0
81,1467,5.000000000000001
81,814,5.0
81,1122,5.0
81,1189,5.0
81,1201,5.0
81,1293,5.0
81,1500,5.0
81,1536,5.0
81,1599,5.0
81,1653,5.0
82,814,5.0
82,1122,5.0
82,1189,5.0
82,1201,5.0
82,1293,5.0
82,1467,5.0
82,1500,5.0
82,1536,5.0
82,1599,5.0
82,1653,5.0
83,1500,5.000000000000001
83,814,5.0
83,1189,5.0
83,1201,5.0
83,1467,5.0
83,1536,5.0
83,1599,5.0
83,1653,5.0
83,1122,4.999999999999999
83,1293,4.999999999999999
84,814,5.000000000000001
84,1467,5.000000000000001
84,1122,5.0
84,1189,5.0
84,1201,5.0
84,1293,5.0
84,1500,5.0
84,1536,5.0
84,1599,5.0
84,1653,5.0
85,1293,5.000000000000001
85,814,5.0
85,1122,5.0
85,1189,5.0
85,1201,5.0
85,1467,5.0
85,1500,5.0
85,1536,5.0
85,1599,5.0
85,1653,4.999999999999999
86,1201,5.000000000000001
86,814,5.0
86,1122,5.0
86,1189,5.0
86,1293,5.0
86,1467,5.0
86,1500,5.0
86,1536,5.0
86,1599,5.0
86,1653,5.0
87,1467,5.000000000000001
87,814,5.0
87,1122,5.0
87,1201,5.0
87,1293,5.0
87,1536,5.0
87,1599,5.0
87,1653,5.0
87,1500,4.999999999999999
87,1656,4.947741281981811
88,1293,5.000000000000001
88,814,5.0
88,1122,5.0
88,1189,5.0
88,1201,5.0
88,1467,5.0
88,1491,5.0
88,1500,5.0
88,1536,5.0
88,1599,5.0
89,1500,5.000000000000001
89,814,5.0
89,1122,5.0
89,1189,5.0
89,1201,5.0
89,1293,5.0
89,1467,5.0
89,1536,5.0
89,1599,5.0
89,1653,5.0
90,814,5.000000000000001
90,1189,5.000000000000001
90,1122,5.0
90,1467,5.0
90,1500,5.0
90,1536,5.0
90,1599,5.0
90,1653,5.0
90,1293,4.999999999999998
90,1449,4.600581389964429
91,1189,5.000000000000001
91,814,5.0
91,1122,5.0
91,1201,5.0
91,1467,5.0
91,1500,5.0
91,1536,5.0
91,1599,5.0
91,1653,5.0
91,1293,4.999999999999999
92,1599,5.000000000000001
92,814,5.0
92,1122,5.0
92,1201,5.0
92,1293,5.0
92,1467,5.0
92,1500,5.0
92,1536,5.0
92,1653,5.0
92,1189,4.999999999999999
93,361,5.0
93,814,5.0
93,1122,5.0
93,1189,5.0
93,1191,5.0
93,1201,5.0
93,1306,5.0
93,1463,5.0
93,1467,5.0
93,1500,5.0
94,814,5.0
94,1122,5.0
94,1189,5.0
94,1201,5.0
94,1293,5.0
94,1467,5.0
94,1500,5.0
94,1536,5.0
94,1599,5.0
94,1653,5.0
95,1467,5.000000000000001
95,814,5.0
95,1122,5.0
95,1201,5.0
95,1293,5.0
95,1500,5.0
95,1536,5.0
95,1599,5.0
95,1653,5.0
95,1189,4.999999999999999
96,814,5.0
96,1122,5.0
96,1189,5.0
96,1201,5.0
96,1463,5.0
96,1500,5.0
96,1536,5.0
96,1599,5.0
96,1653,5.0
96,1656,5.0
97,1500,5.000000000000001
97,814,5.0
97,1122,5.0
97,1201,5.0
97,1463,5.0
97,1467,5.0
97,1536,5.0
97,1599,5.0
97,1656,5.0
97,1189,4.999999999999999
98,814,5.0
98,1122,5.0
98,1201,5.0
98,1293,5.0
98,1467,5.0
98,1536,5.0
98,1599,5.0
98,1612,5.0
98,1653,5.0
98,1656,5.0
99,814,5.0
99,1122,5.0
99,1189,5.0
99,1201,5.0
99,1467,5.0
99,1500,5.0
99,1536,5.0
99,1599,5.0
99,1653,5.0
99,1293,4.999999999999999
100,814,5.0
100,1122,5.0
100,1189,5.0
100,1201,5.0
100,1293,5.0
100,1467,5.0
100,1500,5.0
100,1536,5.0
100,1599,5.0
100,1653,5.0
101,1500,5.000000000000001
101,814,5.0
101,1122,5.0
101,1189,5.0
101,1201,5.0
101,1293,5.0
101,1467,5.0
101,1536,5.0
101,1599,5.0
101,1656,5.0
102,1189,5.000000000000001
102,814,5.0
102,1122,5.0
102,1201,5.0
102,1293,5.0
102,1467,5.0
102,1500,5.0
102,1536,5.0
102,1599,5.0
102,1653,5.0
103,814,5.0
103,1122,5.0
103,1189,5.0
103,1201,5.0
103,1293,5.0
103,1467,5.0
103,1536,5.0
103,1599,5.0
103,1500,4.999999999999999
103,1656,4.725688852943247
104,1122,5.000000000000001
104,814,5.0
104,1201,5.0
104,1293,5.0
104,1536,5.0
104,1599,5.0
104,1653,5.0
104,1189,4.999999999999999
104,1467,4.999999999999999
104,1500,4.999999999999999
105,1293,5.000000000000001
105,814,5.0
105,1122,5.0
105,1189,5.0
105,1201,5.0
105,1467,5.0
105,1500,5.0
105,1536,5.0
105,1599,5.0
105,1653,5.0
106,1467,5.000000000000001
106,814,5.0
106,1122,5.0
106,1189,5.0
106,1201,5.0
106,1500,5.0
106,1536,5.0
106,1599,5.0
106,1653,5.0
106,1293,4.999999999999999
107,1293,5.000000000000001
107,814,5.0
107,1122,5.0
107,1189,5.0
107,1201,5.0
107,1467,5.0
107,1500,5.0
107,1536,5.0
107,1599,5.0
107,1653,5.0
108,814,5.0
108,1122,5.0
108,1201,5.0
108,1467,5.0
108,1500,5.0
108,1536,5.0
108,1599,5.0
108,1656,5.0
108,1189,4.999999999999999
108,1293,4.999999999999999
109,1500,5.000000000000001
109,814,5.0
109,1122,5.0
109,1201,5.0
109,1293,5.0
109,1467,5.0
109,1536,5.0
109,1599,5.0
109,1653,5.0
109,1656,5.0
110,814,5.0
110,1122,5.0
110,1189,5.0
110,1201,5.0
110,1293,5.0
110,1500,5.0
110,1536,5.0
110,1599,5.0
110,1653,5.0
110,1467,4.999999999999999
111,1293,5.000000000000001
111,814,5.0
111,1122,5.0
111,1189,5.0
111,1201,5.0
111,1500,5.0
111,1536,5.0
111,1599,5.0
111,1653,5.0
111,1467,4.999999999999999
112,814,5.000000000000001
112,1122,5.0
112,1189,5.0
112,1201,5.0
112,1293,5.0
112,1467,5.0
112,1500,5.0
112,1536,5.0
112,1599,5.0
112,1653,5.0
113,1467,5.000000000000001
113,814,5.0
113,1122,5.0
113,1189,5.0
113,1201,5.0
113,1500,5.0
113,1536,5.0
113,1599,5.0
113,1653,5.0
113,1293,4.999999999999999
114,814,5.0
114,1122,5.0
114,1201,5.0
114,1293,5.0
114,1467,5.0
114,1500,5.0
114,1536,5.0
114,1599,5.0
114,1653,5.0
114,1189,4.999999999999999
115,1189,5.000000000000001
115,814,5.0
115,1122,5.0
115,1201,5.0
115,1467,5.0
115,1500,5.0
115,1536,5.0
115,1599,5.0
115,1653,5.0
115,1293,4.999999999999999
116,1653,5.000000000000001
116,814,5.0
116,1122,5.0
116,1189,5.0
116,1201,5.0
116,1293,5.0
116,1467,5.0
116,1500,5.0
116,1536,5.0
116,1599,5.0
117,1293,5.000000000000001
117,814,5.0
117,1189,5.0
117,1201,5.0
117,1467,5.0
117,1536,5.0
117,1599,5.0
117,1653,5.0
117,1122,4.999999999999999
117,1500,4.999999999999999
118,814,5.0
118,1122,5.0
118,1189,5.0
118,1201,5.0
118,1467,5.0
118,1500,5.0
118,1536,5.0
118,1599,5.0
118,1653,5.0
118,1656,5.0
119,814,5.0
119,1122,5.0
119,1189,5.0
119,1201,5.0
119,1467,5.0
119,1536,5.0
119,1599,5.0
119,1653,5.0
119,1293,4.999999999999999
119,1500,4.999999999999999
120,1500,5.000000000000001
120,814,5.0
120,1122,5.0
120,1189,5.0
120,1201,5.0
120,1293,5.0
120,1467,5.0
120,1536,5.0
120,1599,5.0
120,1653,5.0
121,814,5.0
121,1122,5.0
121,1189,5.0
121,1201,5.0
121,1500,5.0
121,1536,5.0
121,1599,5.0
121,1653,5.0
121,1293,4.999999999999999
121,1467,4.999999999999999
122,814,5.000000000000001
122,1653,5.000000000000001
122,1122,5.0
122,1189,5.0
122,1201,5.0
122,1293,5.0
122,1467,5.0
122,1536,5.0
122,1599,5.0
122,1500,4.999999999999999
123,814,5.0
123,1122,5.0
123,1189,5.0
123,1201,5.0
123,1293,5.0
123,1467,5.0
123,1536,5.0
123,1599,5.0
123,1653,5.0
123,1500,4.999999999999999
124,814,5.0
124,1122,5.0
124,1189,5.0
124,1201,5.0
124,1463,5.0
124,1467,5.0
124,1536,5.0
124,1599,5.0
124,1656,5.0
124,1500,4.999999999999999
125,814,5.0
125,1122,5.0
125,1201,5.0
125,1293,5.0
125,1500,5.0
125,1536,5.0
125,1599,5.0
125,1653,5.0
125,1189,4.999999999999999
125,1467,4.999999999999999
126,1536,5.000000000000001
126,814,5.0
126,1122,5.0
126,1189,5.0
126,1201,5.0
126,1293,5.0
126,1500,5.0
126,1599,5.0
126,1653,5.0
126,1467,4.999999999999999
127,1189,5.000000000000001
127,814,5.0
127,1122,5.0
127,1201,5.0
127,1293,5.0
127,1467,5.0
127,1500,5.0
127,1536,5.0
127,1599,5.0
127,1653,5.0
128,814,5.0
128,1122,5.0
128,1189,5.0
128,1201,5.0
128,1467,5.0
128,1500,5.0
128,1536,5.0
128,1599,5.0
128,1653,5.0
128,1293,4.999999999999999
129,1189,5.000000000000001
129,814,5.0
129,1122,5.0
129,1201,5.0
129,1293,5.0
129,1467,5.0
129,1500,5.0
129,1536,5.0
129,1599,5.0
129,1653,5.0
130,1189,5.000000000000001
130,814,5.0
130,1122,5.0
130,1201,5.0
130,1293,5.0
130,1467,5.0
130,1500,5.0
130,1536,5.0
130,1599,5.0
130,1653,5.0
131,814,5.0
131,1122,5.0
131,1189,5.0
131,1201,5.0
131,1293,5.0
131,1467,5.0
131,1491,5.0
131,1500,5.0
131,1536,5.0
131,1599,5.0
132,1467,5.000000000000001
132,814,5.0
132,1122,5.0
132,1189,5.0
132,1201,5.0
132,1293,5.0
132,1500,5.0
132,1536,5.0
132,1599,5.0
132,1653,5.0
133,814,5.0
133,1122,5.0
133,1189,5.0
133,1201,5.0
133,1293,5.0
133,1467,5.0
133,1500,5.0
133,1536,5.0
133,1599,5.0
133,1653,5.0
134,814,5.0
134,1122,5.0
134,1189,5.0
134,1201,5.0
134,1467,5.0
134,1500,5.0
134,1536,5.0
134,1599,5.0
134,1653,5.0
134,1293,4.999999999999999
135,1189,5.000000000000001
135,1293,5.000000000000001
135,1467,5.000000000000001
135,1500,5.000000000000001
135,814,5.0
135,1122,5.0
135,1201,5.0
135,1536,5.0
135,1599,5.0
135,1653,5.0
136,814,5.0
136,1122,5.0
136,1189,5.0
136,1201,5.0
136,1293,5.0
136,1467,5.0
136,1500,5.0
136,1536,5.0
136,1599,5.0
136,1653,5.0
137,1189,5.000000000000001
137,814,5.0
137,1122,5.0
137,1201,5.0
137,1293,5.0
137,1467,5.0
137,1500,5.0
137,1536,5.0
137,1599,5.0
137,1653,5.0
138,1189,5.000000000000001
138,814,5.0
138,1122,5.0
138,1201,5.0
138,1463,5.0
138,1467,5.0
138,1500,5.0
138,1536,5.0
138,1599,5.0
138,1653,5.0
139,1293,5.000000000000001
139,1653,5.000000000000001
139,814,5.0
139,1122,5.0
139,1189,5.0
139,1201,5.0
139,1467,5.0
139,1500,5.0
139,1536,5.0
139,1599,5.0
140,814,5.0
140,1122,5.0
140,1189,5.0
140,1201,5.0
140,1467,5.0
140,1500,5.0
140,1536,5.0
140,1599,5.0
140,1653,5.0
140,1293,4.999999999999999
141,1467,5.000000000000001
141,814,5.0
141,1122,5.0
141,1189,5.0
141,1201,5.0
141,1293,5.0
141,1500,5.0
141,1536,5.0
141,1599,5.0
141,1653,5.0
142,814,5.0
142,1122,5.0
142,1189,5.0
142,1201,5.0
142,1467,5.0
142,1536,5.0
142,1599,5.0
142,1653,5.0
142,1293,4.999999999999999
142,1500,4.999999999999999
143,1599,5.000000000000001
143,814,5.0
143,1122,5.0
143,1189,5.0
143,1201,5.0
143,1467,5.0
143,1500,5.0
143,1536,5.0
143,1653,5.0
143,1293,4.999999999999999
144,814,5.0
144,1122,5.0
144,1189,5.0
144,1201,5.0
144,1293,5.0
144,1467,5.0
144,1500,5.0
144,1536,5.0
144,1599,5.0
144,1653,5.0
145,1293,5.000000000000001
145,814,5.0
145,1122,5.0
145,1189,5.0
145,1201,5.0
145,1500,5.0
145,1536,5.0
145,1599,5.0
145,1653,5.0
145,1467,4.999999999999999
146,814,5.0
146,1122,5.0
146,1189,5.0
146,1201,5.0
146,1467,5.0
146,1500,5.0
146,1536,5.0
146,1599,5.0
146,1653,5.0
146,119,4.614575651471116
147,1189,5.000000000000001
147,1500,5.000000000000001
147,814,5.0
147,1122,5.0
147,1201,5.0
147,1293,5.0
147,1467,5.0
